YYYY-MM-DD,HH:MM (LST),Zenith (deg),Azimuth (deg),ETR (Wh/m^2),ETRN (Wh/m^2),SUNY Glo (Wh/m^2),SUNY Glo Flg,SUNY Glo Unc (%),SUNY Dir (Wh/m^2),SUNY Dir Flg,SUNY Dir Unc (%),SUNY Dif (Wh/m^2),SUNY Dif Flg,SUNY Dif Unc (%),METSTAT Glo (Wh/m^2),METSTAT Glo Unc (%),METSTAT Dir (Wh/m^2),METSTAT Dir Unc (%),METSTAT Dif (Wh/m^2),METSTAT Dif Unc (%),METSTAT CSKY Glo (Wh/m^2),METSTAT CSKY Glo Unc (%),METSTAT CSKY Dir (Wh/m^2),METSTAT CSKY Dir Unc (%),METSTAT CSKY Dif (Wh/m^2),METSTAT CSKY Dif Unc (%),Meas Glo (Wh/m^2),Meas Glo Flg,Meas Dir (Wh/m^2),Meas Dir Flg,Meas Dif (Wh/m^2),Meas Dif Flg,Precip Wat (cm),Precip Wat Flg,AOD (unitless),AOD Flg,AOD RAN (unitless), AOD RAN Flg,Ozone (cm),Ozone Flg,Albedo (unitless),Albedo Flg
2010-01-05,11:00,60.6,157.9,694,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,510,24,900,27,69,24,510,10,900,16,69,10,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.061,1,0.367,51,0.17,0
2010-01-05,12:00,57.6,173.6,758,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,569,25,925,28,73,25,569,10,925,16,73,10,-9900,99,-9900,99,-9900,99,0.4,3,0.065,1,0.061,1,0.367,51,0.17,0
2010-01-05,13:00,58.0,190.0,750,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,562,24,922,27,73,24,562,10,922,16,73,10,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.061,1,0.367,51,0.17,0
2010-01-05,14:00,61.7,205.4,670,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,489,24,892,27,67,24,489,10,892,16,67,10,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.061,1,0.366,51,0.17,0
2010-01-05,15:00,68.3,218.8,524,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,359,24,820,27,56,24,359,10,820,16,56,10,-9900,99,-9900,99,-9900,99,0.3,3,0.065,1,0.061,1,0.366,51,0.17,0
2010-01-05,16:00,76.9,230.2,321,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,190,24,659,27,40,24,190,10,659,16,40,10,-9900,99,-9900,99,-9900,99,0.3,51,0.065,1,0.061,1,0.366,51,0.17,0
2010-01-05,17:00,85.9,239.0,84,1167,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,34,24,247,27,16,24,34,10,247,16,16,10,-9900,99,-9900,99,-9900,99,0.3,51,0.065,1,0.061,1,0.366,51,0.17,0
2010-01-05,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.2,3,0.065,1,0.061,1,0.365,51,0.17,0
2010-01-05,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.065,1,0.061,1,0.365,51,0.17,0
2010-01-05,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.065,1,0.061,1,0.365,51,0.17,0
2010-01-05,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.065,1,0.061,1,0.365,51,0.17,0
2010-01-05,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.065,1,0.061,1,0.365,51,0.17,0
2010-01-05,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.065,1,0.061,1,0.364,51,0.17,0
2010-01-05,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.065,1,0.061,1,0.364,51,0.17,0
2010-01-06,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.065,1,0.061,1,0.364,2,0.17,0
2010-01-06,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.065,1,0.061,1,0.363,51,0.17,0
2010-01-06,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.065,1,0.061,1,0.361,51,0.17,0
2010-01-06,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.065,1,0.061,1,0.360,51,0.17,0
2010-01-06,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.065,1,0.061,1,0.359,51,0.17,0
2010-01-06,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.065,1,0.061,1,0.357,51,0.17,0
2010-01-06,7:00,89.8,117.4,0,83,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,25,8,28,0,25,0,10,8,16,0,10,-9900,99,-9900,99,-9900,99,0.3,51,0.065,1,0.065,1,0.356,51,0.17,0
2010-01-06,8:00,84.5,122.1,135,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,59,25,357,28,25,25,59,10,357,16,25,10,-9900,99,-9900,99,-9900,99,0.3,51,0.065,1,0.065,1,0.355,51,0.17,0
2010-01-06,9:00,74.8,132.1,370,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,228,25,696,28,46,25,228,10,696,16,46,10,-9900,99,-9900,99,-9900,99,0.3,3,0.065,1,0.065,1,0.353,51,0.17,0
2010-01-06,10:00,66.6,143.9,562,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,391,24,831,27,61,24,391,10,831,16,61,10,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.065,1,0.352,51,0.17,0
2010-01-06,11:00,60.6,157.8,695,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,509,24,891,27,71,24,509,10,891,16,71,10,-9900,99,-9900,99,-9900,99,0.4,51,0.065,1,0.065,1,0.351,51,0.17,0
2010-01-06,12:00,57.5,173.5,760,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,567,25,914,28,76,25,567,10,914,16,76,10,-9900,99,-9900,99,-9900,99,0.5,3,0.065,1,0.065,1,0.349,51,0.17,0
2010-01-06,13:00,57.9,189.9,753,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,559,24,909,27,75,24,559,10,909,16,75,10,-9900,99,-9900,99,-9900,99,0.5,51,0.065,1,0.065,1,0.348,51,0.17,0
2010-01-06,14:00,61.6,205.3,673,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,486,24,876,27,69,24,486,10,876,16,69,10,-9900,99,-9900,99,-9900,99,0.5,51,0.065,1,0.065,1,0.347,51,0.17,0
2010-01-06,15:00,68.1,218.8,527,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,356,24,802,27,58,24,356,10,802,16,58,10,-9900,99,-9900,99,-9900,99,0.6,3,0.065,1,0.065,1,0.345,51,0.17,0
2010-01-06,16:00,76.7,230.2,325,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,189,24,639,27,42,24,189,10,639,16,42,10,-9900,99,-9900,99,-9900,99,0.6,51,0.065,1,0.065,1,0.344,51,0.17,0
2010-01-06,17:00,85.8,239.1,87,1191,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,34,24,237,27,17,24,34,10,237,16,17,10,-9900,99,-9900,99,-9900,99,0.6,51,0.065,1,0.065,1,0.343,51,0.17,0
2010-01-06,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,3,0.065,1,0.065,1,0.341,51,0.17,0
2010-01-06,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.065,1,0.065,1,0.340,51,0.17,0
2010-01-06,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.7,51,0.065,1,0.065,1,0.339,51,0.17,0
2010-01-06,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,3,0.065,1,0.065,1,0.337,51,0.17,0
2010-01-06,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.065,1,0.065,1,0.336,51,0.17,0
2010-01-06,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.065,1,0.065,1,0.335,51,0.17,0
2010-01-06,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,3,0.065,1,0.065,1,0.333,51,0.17,0
2010-01-07,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.9,51,0.064,1,0.065,1,0.332,2,0.17,0
2010-01-07,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,51,0.064,1,0.065,1,0.333,51,0.17,0
2010-01-07,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.0,3,0.064,1,0.065,1,0.334,51,0.17,0
2010-01-07,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.064,1,0.065,1,0.335,51,0.17,0
2010-01-07,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,51,0.064,1,0.065,1,0.336,51,0.17,0
2010-01-07,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.2,3,0.064,1,0.065,1,0.337,51,0.17,0
2010-01-07,7:00,89.7,117.3,0,59,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,0,27,0,24,0,10,2,16,0,10,-9900,99,-9900,99,-9900,99,1.2,51,0.064,1,0.092,1,0.339,51,0.17,0
2010-01-07,8:00,84.5,122.0,135,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,21,25,0,28,21,25,53,10,262,16,28,10,-9900,99,-9900,99,-9900,99,1.3,51,0.064,1,0.092,1,0.340,51,0.17,0
2010-01-07,9:00,74.8,131.9,371,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,63,24,0,27,63,24,212,10,602,16,54,10,-9900,99,-9900,99,-9900,99,1.3,3,0.064,1,0.092,1,0.341,51,0.17,0
2010-01-07,10:00,66.5,143.7,563,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,108,24,0,27,108,24,370,10,747,16,72,10,-9900,99,-9900,99,-9900,99,1.3,51,0.064,1,0.092,1,0.342,51,0.17,0
2010-01-07,11:00,60.5,157.6,697,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,142,25,0,28,142,25,485,10,814,16,85,10,-9900,99,-9900,99,-9900,99,1.3,51,0.064,1,0.092,1,0.343,51,0.17,0
2010-01-07,12:00,57.4,173.4,763,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,159,25,0,28,159,25,543,10,840,16,90,10,-9900,99,-9900,99,-9900,99,1.4,3,0.064,1,0.092,1,0.344,51,0.17,0
2010-01-07,13:00,57.7,189.8,756,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,157,25,0,28,157,25,537,10,838,16,90,10,-9900,99,-9900,99,-9900,99,1.3,51,0.064,1,0.092,1,0.345,51,0.17,0
2010-01-07,14:00,61.4,205.3,677,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,115,25,0,28,115,25,468,10,805,16,83,10,-9900,99,-9900,99,-9900,99,1.3,51,0.064,1,0.092,1,0.346,51,0.17,0
2010-01-07,15:00,68.0,218.8,531,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,100,24,0,27,100,24,342,10,728,16,69,10,-9900,99,-9900,99,-9900,99,1.3,3,0.064,1,0.092,1,0.347,51,0.17,0
2010-01-07,16:00,76.6,230.2,328,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,53,24,0,27,53,24,180,10,559,16,50,10,-9900,99,-9900,99,-9900,99,1.2,51,0.064,1,0.092,1,0.348,51,0.17,0
2010-01-07,17:00,85.7,239.2,90,1214,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,14,24,0,27,14,24,32,10,174,16,19,10,-9900,99,-9900,99,-9900,99,1.1,51,0.064,1,0.092,1,0.349,51,0.17,0
2010-01-07,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,1.1,3,0.064,1,0.092,1,0.350,51,0.17,0
2010-01-07,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.8,51,0.064,1,0.092,1,0.352,51,0.17,0
2010-01-07,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.6,51,0.064,1,0.092,1,0.353,51,0.17,0
2010-01-07,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.064,1,0.092,1,0.354,51,0.17,0
2010-01-07,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.064,1,0.092,1,0.355,51,0.17,0
2010-01-07,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.064,1,0.092,1,0.356,51,0.17,0
2010-01-07,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,3,0.064,1,0.092,1,0.357,51,0.17,0
2010-01-08,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.3,51,0.064,1,0.092,1,0.358,51,0.17,0
2010-01-08,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.092,1,0.359,51,0.17,0
2010-01-08,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.064,1,0.092,1,0.360,51,0.17,0
2010-01-08,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.092,1,0.361,51,0.17,0
2010-01-08,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.092,1,0.362,51,0.17,0
2010-01-08,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.064,1,0.092,1,0.363,51,0.17,0
2010-01-08,7:00,89.8,117.1,0,83,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,0,27,0,24,0,10,9,16,0,10,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.059,1,0.365,51,0.17,0
2010-01-08,8:00,84.5,121.8,135,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,20,25,0,28,20,25,60,10,376,16,24,10,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.059,1,0.366,51,0.17,0
2010-01-08,9:00,74.7,131.7,372,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,70,24,0,27,70,24,230,10,710,16,43,10,-9900,99,-9900,99,-9900,99,0.4,3,0.064,1,0.059,1,0.367,51,0.17,0
2010-01-08,10:00,66.5,143.5,565,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,116,25,0,28,116,25,394,10,844,16,58,10,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.059,1,0.368,51,0.17,0
2010-01-08,11:00,60.4,157.5,699,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,150,24,0,27,150,24,515,10,904,16,68,10,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.059,1,0.369,51,0.17,0
2010-01-08,12:00,57.3,173.3,765,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,166,25,0,28,166,25,575,10,929,16,72,10,-9900,99,-9900,99,-9900,99,0.4,3,0.064,1,0.059,1,0.370,51,0.17,0
2010-01-08,13:00,57.6,189.7,759,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,164,24,0,27,164,24,569,10,926,16,72,10,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.059,1,0.371,51,0.17,0
2010-01-08,14:00,61.3,205.2,680,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,181,25,0,28,181,25,497,10,897,16,66,10,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.059,1,0.372,51,0.17,0
2010-01-08,15:00,67.8,218.8,535,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,136,25,0,28,136,25,368,10,827,16,55,10,-9900,99,-9900,99,-9900,99,0.4,3,0.064,1,0.059,1,0.373,51,0.17,0
2010-01-08,16:00,76.4,230.2,332,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,61,24,0,27,61,24,198,10,670,16,41,10,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.059,1,0.374,51,0.17,0
2010-01-08,17:00,85.7,239.3,94,1238,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,13,24,0,27,13,24,38,10,274,16,17,10,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.059,1,0.375,51,0.17,0
2010-01-08,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.064,1,0.059,1,0.376,51,0.17,0
2010-01-08,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.059,1,0.378,51,0.17,0
2010-01-08,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.059,1,0.379,51,0.17,0
2010-01-08,21:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.064,1,0.059,1,0.380,51,0.17,0
2010-01-08,22:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.059,1,0.381,51,0.17,0
2010-01-08,23:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.059,1,0.382,51,0.17,0
2010-01-08,24:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.064,1,0.059,1,0.383,51,0.17,0
2010-01-09,1:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.059,1,0.384,2,0.17,0
2010-01-09,2:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.059,1,0.383,51,0.17,0
2010-01-09,3:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.064,1,0.059,1,0.383,51,0.17,0
2010-01-09,4:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.059,1,0.382,51,0.17,0
2010-01-09,5:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.059,1,0.382,51,0.17,0
2010-01-09,6:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.5,3,0.064,1,0.059,1,0.381,51,0.17,0
2010-01-09,7:00,89.8,116.9,0,83,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,24,0,27,0,24,0,10,22,16,0,10,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.029,1,0.380,51,0.17,0
2010-01-09,8:00,84.5,121.6,136,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,24,24,0,27,24,24,65,10,491,16,18,10,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.029,1,0.380,51,0.17,0
2010-01-09,9:00,74.7,131.6,373,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,79,24,0,27,79,24,239,10,784,16,32,10,-9900,99,-9900,99,-9900,99,0.5,3,0.064,1,0.029,1,0.379,51,0.17,0
2010-01-09,10:00,66.4,143.3,566,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,125,24,0,27,125,24,403,10,899,16,43,10,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.029,1,0.378,51,0.17,0
2010-01-09,11:00,60.3,157.3,701,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,353,24,505,27,103,24,523,10,951,16,51,10,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.029,1,0.378,51,0.17,0
2010-01-09,12:00,57.1,173.1,768,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,174,24,0,27,174,24,582,10,972,16,55,10,-9900,99,-9900,99,-9900,99,0.5,3,0.064,1,0.029,1,0.377,51,0.17,0
2010-01-09,13:00,57.4,189.6,762,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,173,24,0,27,173,24,577,10,971,16,55,10,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.029,1,0.377,51,0.17,0
2010-01-09,14:00,61.1,205.2,684,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,154,24,0,27,154,24,508,10,947,16,50,10,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.029,1,0.376,51,0.17,0
2010-01-09,15:00,67.6,218.8,538,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,118,24,0,27,118,24,380,10,888,16,42,10,-9900,99,-9900,99,-9900,99,0.5,3,0.064,1,0.029,1,0.375,51,0.17,0
2010-01-09,16:00,76.2,230.2,336,1415,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,70,24,0,27,70,24,211,10,758,16,30,10,-9900,99,-9900,99,-9900,99,0.5,51,0.064,1,0.029,1,0.375,51,0.17,0
2010-01-09,17:00,85.6,239.4,97,1261,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,16,24,0,27,16,24,44,10,394,16,14,10,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.029,1,0.374,51,0.17,0
2010-01-09,18:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,3,0.064,1,0.029,1,0.373,51,0.17,0
2010-01-09,19:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.029,1,0.373,51,0.17,0
2010-01-09,20:00,99.0,-99.0,0,0,-9900,99,-9900,-9900,99,-9900,-9900,99,-9900,0,0,0,0,0,0,0,0,0,0,0,0,-9900,99,-9900,99,-9900,99,0.4,51,0.064,1,0.029,1,0.372,51,0.17,0
